head,relation,tail,prompt,response,pred_relation,true_relation,verification,pred_verification,pred_relation_2
segregate,hypernym,person,What is the relationship between 'segregate' and 'person'?,'segregate' [hypernym] 'person',['hypernym'],hypernym,"[""This question is quite broad as the relationship between 'segregate' and 'person' can be interpreted in different contexts. In a general sense, the relationship between 'segregate' and 'person' could be described as follows:\n\nTrue. Reason: Segregate can be defined as the action of setting someone or something apart from other people or things. In this context, 'segregate' can be related to 'person' in terms of segregation based on factors such as race, gender, religion, etc. In history, there have been instances where individuals or groups of people were segregated based on various criteria.""]",['not found'],"['hypernym', 'verb group']"
graduate_school,hypernym,school,What is the relationship between 'graduate_school' and 'school'?,'graduate_school' [hypernym] 'school',['hypernym'],hypernym,"[""False. Reason: Not all schools are graduate schools. 'School' is a generic term that can refer to any educational institution, while 'graduate_school' specifically refers to a school that offers advanced degrees beyond a bachelor's degree.""]",['false'],['hyponym']
case,hypernym,container,What is the relationship between 'case' and 'container'?,"'case' [hypernym] 'container'; 
'case' [hyponym] 'container'; 
'case' [has part] 'container'","['hypernym', 'hyponym', 'has part']",hypernym,"[""False. Reason: The relationship between 'case' and 'container' is not a common direct relationship. A case is typically used to store or hold objects inside, but it is not necessarily a type of container. A container is a more general term that can refer to various objects used for holding or transporting things, while a case is often a specific type of container designed for a particular purpose such as carrying items like documents, instruments, or tools."", 'False. Reason: A ""case"" is more commonly associated with being a container for storing or carrying items, rather than being a type of container itself.', ""This question can have multiple interpretations based on different contexts. In a general sense, a 'case' can be considered a type of 'container', as a case is a box or receptacle used to hold or protect items. Therefore, based on common sense, we can say that the relationship between 'case' and 'container' is True.\n\nTrue. Reason: A 'case' can be considered a type of 'container', as it is a receptacle used to hold or protect items.""]","['false', 'false', 'not found']","['hyponym', 'hypernym']"
hall,hypernym,room,What is the relationship between 'hall' and 'room'?,'hall' [has part] 'room',['has part'],hypernym,"['False. Reason: A hall is a type of passage or corridor in a building that connects rooms, while a room is a separate enclosed space within a building. They are typically not directly related in terms of a specific relationship in a knowledge graph based on common sense.']",['false'],"['hyponym', 'instance hyponym', 'hypernym']"
building,has part,window,What is the relationship between 'building' and 'window'?,'building' [has part] 'window',['has part'],has part,"['I\'m glad to help. Could you please provide more context or rephrase your question with an example triple like ""\'building\' [relationship] \'window\'"" so that I can verify the relationship between \'building\' and \'window\'? Thank you.']",['not found'],"['has part', 'part of', 'instance hyponym', 'member meronym', 'similar to']"
peruvian_balsam,hypernym,tree,What is the relationship between 'peruvian_balsam' and 'tree'?,'peruvian_balsam' [has part] 'tree',['has part'],hypernym,"[""I do not have real-time access to external knowledge bases, but based on common sense knowledge, the relationship between 'peruvian_balsam' and 'tree' is usually that 'peruvian_balsam' is a product or substance derived from a tree. \n\nTrue. Reason: Peruvian balsam is a resin produced from a tree called Myroxylon balsamum, so it can be considered a product or substance derived from a tree.""]",['not found'],['has part']
anthocerotaceae,hypernym,moss_family,What is the relationship between 'anthocerotaceae' and 'moss_family'?,'anthocerotaceae' [hypernym] 'moss_family',['hypernym'],hypernym,"['False. Reason: Anthocerotaceae is a family of hornworts, which are a type of non-vascular plant, while mosses belong to the division Bryophyta, which is a different group of non-vascular plants. Mosses and hornworts are distinct groups with different characteristics and classifications, so they do not belong to the same family.']",['false'],"['hyponym', 'member holonym']"
evidence,hypernym,indication,What is the relationship between 'evidence' and 'indication'?,'evidence' [hyponym] 'indication'; 'evidence' [similar to] 'indication',"['hyponym', 'similar to']",hypernym,"[""False. Reason: In a knowledge graph based on common sense, 'evidence' is typically related to 'proof', 'support', or 'corroboration', while 'indication' is typically related to 'hint', 'sign', or 'suggestion'. It is unlikely that 'evidence' and 'indication' have a direct relationship in most contexts."", ""False. Reason: In a knowledge graph based on common sense, 'evidence' and 'indication' are not directly related in a specific relationship. While they can be related in certain contexts, such as in the context of proving something or suggesting a possibility, there is no general relationship that can be consistently applied between the two entities.""]","['false', 'false']","['hyponym', 'similar to']"
nineties,hypernym,time_of_life,What is the relationship between 'nineties' and 'time_of_life'?,'nineties' [instance hyponym] 'time_of_life',['instance hyponym'],hypernym,"[""False. Reason: 'Nineties' and 'time_of_life' do not have a direct relationship in a knowledge graph. 'Nineties' refers to the time period from 1990 to 1999, while 'time_of_life' is a more general concept referring to different stages or phases in a person's life.""]",['false'],['instance hypernym']
iseult,synset domain topic of,middle_ages,What is the relationship between 'iseult' and 'middle_ages'?,1. 'iseult' [instance hypernym] 'middle_ages',['instance hypernym'],synset domain topic of,"['This question is based on a historical context. \n\nTrue. Reason: Isuelt, also known as Iseult or Isolde, is a character from medieval literature, particularly the legend of Tristan and Iseult, which is set in the Middle Ages. Therefore, there is a relationship between Iseult and the Middle Ages due to her presence and significance in medieval literature and culture.']",['not found'],"['instance of', 'member of domain topic', 'synset domain topic of']"
circumnavigation,synset domain topic of,airplane,What is the relationship between 'circumnavigation' and 'airplane'?,'circumnavigation' [has part] 'airplane'; 'circumnavigation' [has part] 'aircraft',"['has part', 'has part']",synset domain topic of,"[""False. Reason: Circumnavigation is typically associated with traveling around the Earth's surface, usually by water or land (e.g. sailing or driving around the world), rather than by air. While airplanes can be used for long-distance travel, the concept of circumnavigation is not inherently tied to airplanes."", 'False. Reason: Circumnavigation typically refers to the act of traveling around the entire Earth or a large portion of it, usually by sea. While airplanes can also be used for circumnavigation, the relationship between circumnavigation and airplane is not direct or exclusive.']","['false', 'false']","['has part', 'verb group']"
