head,relation,tail,prompt,response,pred_relation,true_relation,verification,pred_verification,pred_relation_2
Hans Günter Bruns,is affiliated to,Borussia Mönchengladbach,What is the relationship between 'Hans Günter Bruns' and 'Borussia Mönchengladbach'?,"1. Hans Günter Bruns [played for] Borussia Mönchengladbach; 
2. Hans Günter Bruns [is affiliated to] Borussia Mönchengladbach; 
3. Hans Günter Bruns [works at] Borussia Mönchengladbach; 
4. Hans Günter Bruns [is connected to] Borussia Mönchengladbach; 
5. Hans Günter Bruns [is leader of] Borussia Mönchengladbach;","['played for', 'is affiliated to', 'works at', 'is connected to', 'is leader of']",is affiliated to,"['True. Reason: Hans Günter Bruns is a retired German footballer who indeed played for Borussia Mönchengladbach during his professional career.', 'True. Reason: Hans Günter Bruns is a former German footballer who played for Borussia Mönchengladbach, so he is indeed affiliated with the football club.', 'False. Reason: Based on common knowledge, Hans Günter Bruns is a former professional soccer player and coach, not a current employee of Borussia Mönchengladbach.', 'False. Reason: This relationship is unclear and lacks context. Without further information, it is not possible to determine if Hans Günter Bruns is connected to Borussia Mönchengladbach.', 'False. Reason: Hans Günter Bruns is not a known leader of Borussia Mönchengladbach. Typically, the leader of a sports team like Borussia Mönchengladbach would be the coach or manager, not a specific individual player.']","['true', 'true', 'false', 'false', 'false']","['is affiliated to', 'plays for']"
Mauricio Almada,plays for,Deportivo Merlo,What is the relationship between 'Mauricio Almada' and 'Deportivo Merlo'?,"1. 'Mauricio Almada' [plays for] 'Deportivo Merlo';
2. 'Mauricio Almada' [is affiliated to] 'Deportivo Merlo';","['plays for', 'is affiliated to']",plays for,"['False. Reason: There is no widely known or established relationship between Mauricio Almada and Deportivo Merlo in common knowledge or public records.', 'False. Reason: This relationship is False. There is no widely known or established connection between Mauricio Almada and Deportivo Merlo.']","['false', 'false']",['plays for']
Komtoèga Department,is located in,Centre Est Region,What is the relationship between 'Komtoèga Department' and 'Centre Est Region'?,'Komtoèga Department' [is located in] 'Centre Est Region'.,['is located in'],is located in,['True. Reason: The Komtoèga Department is a subnational administrative division that is typically located within the Centre Est Region according to the administrative hierarchy in many countries.'],['true'],"['is located in', 'is located in']"
Álvaro Mejía Pérez,is affiliated to,Real Madrid C.F.,What is the relationship between 'Álvaro Mejía Pérez' and 'Real Madrid C.F.'?,'Álvaro Mejía Pérez' [is affiliated to] 'Real Madrid C.F.',['is affiliated to'],is affiliated to,"['True. Reason: Álvaro Mejía Pérez is a football player who has been affiliated with Real Madrid C.F., according to common knowledge about his career.']",['true'],"['is affiliated to', 'is affiliated to']"
Alastair Sim,acted in,Blue Murder at St Trinian's,What is the relationship between 'Alastair Sim' and 'Blue Murder at St Trinian's'?,'Alastair Sim' [acted in] 'Blue Murder at St Trinian's',['acted in'],acted in,"['True. Reason: Alastair Sim did act in the movie ""Blue Murder at St Trinian\'s."" Alastair Sim was a Scottish actor who played the role of Clarence Fritton in this comedy film released in 1957.']",['true'],"['acted in', 'acted in']"
Ahmet Kuru,is affiliated to,FC St. Pauli,What is the relationship between 'Ahmet Kuru' and 'FC St. Pauli'?,'Ahmet Kuru' [is affiliated to] 'FC St. Pauli'; 'Ahmet Kuru' [plays for] 'FC St. Pauli'; 'Ahmet Kuru' [is interested in] 'FC St. Pauli',"['is affiliated to', 'plays for', 'is interested in']",is affiliated to,"['False. Reason: Ahmet Kuru is not affiliated with FC St. Pauli based on available knowledge.', 'False. Reason: There is no known association between Ahmet Kuru and FC St. Pauli in terms of playing for the football club.', 'False. Reason: This relationship is likely to be false, as Ahmet Kuru is a Turkish professor of sociology and political science, while FC St. Pauli is a German sports club based in Hamburg. There is no known connection or reason for Ahmet Kuru to be specifically interested in FC St. Pauli based on common sense.']","['false', 'false', 'false']","['is affiliated to', 'plays for']"
Stjepan Mesić,has won prize,Order of the White Double Cross,What is the relationship between 'Stjepan Mesić' and 'Order of the White Double Cross'?,"1. 'Stjepan Mesić' [has won prize] 'Order of the White Double Cross'; 
2. 'Stjepan Mesić' [is affiliated to] 'Order of the White Double Cross'; 
3. 'Stjepan Mesić' [is leader of] 'Order of the White Double Cross'; 
4. 'Stjepan Mesić' [has official language] 'Order of the White Double Cross'; 
5. 'Stjepan Mesić' [is interested in] 'Order of the White Double Cross'.","['has won prize', 'is affiliated to', 'is leader of', 'has official language', 'is interested in']",has won prize,"['True. Reason: Stjepan Mesić, a former president of Croatia, was awarded the Order of the White Double Cross by Slovakia in 2002.', 'False. Reason: Stjepan Mesić is a Croatian politician, and the Order of the White Double Cross is a Slovakian honor. There is no known affiliation between Stjepan Mesić and the Order of the White Double Cross based on common sense.', 'False. Reason: Stjepan Mesić is a Croatian politician and not known to be the leader of the Order of the White Double Cross.', 'False. Reason: Stjepan Mesić was a Croatian politician and the former President of Croatia. The Order of the White Double Cross is a Slovak civilian and military award. There is no known direct relationship between Stjepan Mesić and the Order of the White Double Cross in terms of having an official language.', 'False. Reason: Stjepan Mesić is a Croatian politician, so it is unlikely that he is interested in the Order of the White Double Cross, which is a Slovakian state decoration.']","['true', 'false', 'false', 'false', 'false']","['has won prize', 'has won prize']"
Cyril Robinson,plays for,Northwich Victoria F.C.,What is the relationship between 'Cyril Robinson' and 'Northwich Victoria F.C.'?,'Cyril Robinson' [is affiliated to] 'Northwich Victoria F.C.'; 'Cyril Robinson' [played for] 'Northwich Victoria F.C.'; 'Cyril Robinson' [worked at] 'Northwich Victoria F.C.',"['is affiliated to', 'played for', 'worked at']",plays for,"['False. Reason: Cyril Robinson is not commonly known to be affiliated with Northwich Victoria F.C., so this statement does not align with common knowledge.', 'False. Reason: Cyril Robinson did not play for Northwich Victoria F.C. This relationship does not exist in real-world sports history.', 'False. Reason: Cyril Robinson is a fictitious character and not known to have worked at Northwich Victoria F.C.']","['false', 'false', 'false']","['is affiliated to', 'played for', 'is associated with']"
Nikola Mikelini,has gender,male,What is the relationship between 'Nikola Mikelini' and 'male'?,1. 'Nikola Mikelini' [has gender] 'male',['has gender'],has gender,"['False. Reason: There is no widely known or established figure named ""Nikola Mikelini.""']",['false'],['relationship not found']
Pat Sharkey,is affiliated to,Northern Ireland national football team,What is the relationship between 'Pat Sharkey' and 'Northern Ireland national football team'?,"1. 'Pat Sharkey' [is affiliated to] 'Northern Ireland national football team'; 
2. 'Pat Sharkey' [played for] 'Northern Ireland national football team'; 
3. 'Pat Sharkey' [was a coach at] 'Northern Ireland national football team';","['is affiliated to', 'played for', 'was a coach at']",is affiliated to,"['False. Reason: Pat Sharkey is not commonly known to be affiliated with the Northern Ireland national football team.', 'False. Reason: Pat Sharkey never played for the Northern Ireland national football team.', 'True. Reason: Pat Sharkey was indeed a coach at the Northern Ireland national football team. This relationship is a factual one that can be verified in historical records or sports databases.']","['false', 'false', 'true']","['played for', 'was a coach for', 'is affiliated to']"
Moritz Volz,is affiliated to,FC Schalke 04,What is the relationship between 'Moritz Volz' and 'FC Schalke 04'?,'Moritz Volz' [is affiliated to] 'FC Schalke 04';,['is affiliated to'],is affiliated to,"['False. Reason: Moritz Volz is not affiliated with FC Schalke 04. Moritz Volz is a retired professional footballer who played primarily in the English leagues, while FC Schalke 04 is a German football club. There is no known association between Moritz Volz and FC Schalke 04 based on common knowledge.']",['false'],['is affiliated to']
"Calistoga, California",is located in,United States,"What is the relationship between 'Calistoga, California' and 'United States'?","'Calistoga, California' [is located in] 'United States'",['is located in'],is located in,"['True. Reason: Calistoga, California is a city located in the United States, specifically in the state of California. This is a common-sense fact that Calistoga is a part of the United States.']",['true'],"['is located in', 'is located in']"
Bruno Barbosa da Encarnação,is affiliated to,Atlético Clube Goianiense,What is the relationship between 'Bruno Barbosa da Encarnação' and 'Atlético Clube Goianiense'?,'Bruno Barbosa da Encarnação' [plays for] 'Atlético Clube Goianiense'; 'Bruno Barbosa da Encarnação' [is affiliated to] 'Atlético Clube Goianiense'.,"['plays for', 'is affiliated to']",is affiliated to,"['False. Reason: Based on common sense, it is unlikely that a person named Bruno Barbosa da Encarnação plays for a football club like Atlético Clube Goianiense, as this information is highly specific and not a common knowledge relationship.', 'True. Reason: Bruno Barbosa da Encarnação is a professional soccer player and is affiliated with Atlético Clube Goianiense, which is a common relationship between a player and a sports club.']","['false', 'true']","['is affiliated to', 'plays for', 'is affiliated to', 'is connected to', 'is associated with', 'has a contract with']"
Jesús Turiel,is affiliated to,Real Valladolid B,What is the relationship between 'Jesús Turiel' and 'Real Valladolid B'?,'Jesús Turiel' [is affiliated to] 'Real Valladolid B',['is affiliated to'],is affiliated to,"['False. Reason: There is no common knowledge or general understanding to support a direct affiliation between Jesús Turiel and Real Valladolid B. Without further context or specific information, it is unlikely that this relationship exists.']",['false'],['plays for']
Paul Newman,acted in,Cars (film),What is the relationship between 'Paul Newman' and 'Cars (film)'?,1. 'Paul Newman' [acted in] 'Cars (film)',['acted in'],acted in,"['True. Reason: Paul Newman provided the voice for the character of Doc Hudson in the film ""Cars,"" so he did act in the movie.']",['true'],"['acted in', 'acted in', 'created']"
